Event_name,具体细节,label
湿度异常升高,\,\
氦净化正常净化列运行异常,\,\
分子筛冷冻水流量异常,\,\
查找冷冻水系统故障,\,\
必要时切换至备用净化列,\,\
分子筛饱和,\,\
切换至备用列并对分子筛进行再生,\,\
蒸汽发生器破管,\,\
